Ref,Agency,City,County,State,TypeofLEA,TypeofJuris,Technology,Vendor,Summary,Link1,Link1Source,Link1Date,Link1DateComment,Link1Type,Link2,Link2Source,Link2Date,Link2DateComment,Link2Type,Link3,Link3Source,Link3Date,Link3DateComment,Link3Type,OtherLinks
EDU071,Indiana University Police Department,Indianapolis,Marion County,IN,Police,University,Body-worn Cameras,,"The Indiana University Police Department uses body-worn cameras on all three campuses: Indiana University–Purdue University Indianapolis, Indiana University, and Indiana University Northwest. ",https://news.iu.edu/stories/2020/08/iu/inside/14-iupd-officers-using-body-worn-cameras-3-campuses.html,Indiana University News,8/14/2020,,Press release,https://www.indystar.com/story/news/education/2016/08/31/police-iu-and-iupui-wear-body-cameras/89646044/,IndyStar,8/31/2016,,News article,https://fox59.com/news/iu-police-equipped-with-body-cams/,Fox59,8/18/2020,,News article,
EDU072,Indiana University Police Department,Bloomington,Monroe County,IN,Police,University,Body-worn Cameras,,"The Indiana University Police Department uses body-worn cameras on all three campuses: Indiana University–Purdue University Indianapolis, Indiana University, and Indiana University Northwest. ",https://news.iu.edu/stories/2020/08/iu/inside/14-iupd-officers-using-body-worn-cameras-3-campuses.html,Indiana University News,8/14/2020,,Press release,https://www.indystar.com/story/news/education/2016/08/31/police-iu-and-iupui-wear-body-cameras/89646044/,IndyStar,8/31/2016,,News article,https://fox59.com/news/iu-police-equipped-with-body-cams/,Fox59,8/18/2020,,News article,
EDU073,Indiana University Police Department,Gary,Lake County,IN,Police,University,Body-worn Cameras,,"The Indiana University Police Department uses body-worn cameras on all three campuses: Indiana University–Purdue University Indianapolis, Indiana University, and Indiana University Northwest. ",https://news.iu.edu/stories/2020/08/iu/inside/14-iupd-officers-using-body-worn-cameras-3-campuses.html,Indiana University News,8/14/2020,,Press release,https://fox59.com/news/iu-police-equipped-with-body-cams/,Fox59,8/18/2020,,News article,,,,,,
EDU074,Iowa State University Police Department,Ames,Story County,IA,Police,University,Body-worn Cameras,,Iowa State University Police Department began using body-worn cameras in 2016.,https://www.desmoinesregister.com/story/news/crime-and-courts/2016/10/30/iowa-state-university-body-camera-policy/92795202/,Des Moines Register ,10/30/2016,,News article,,,,,,,,,,,
EDU075,Ithaca College Office of Public Safety and Emergency Management,Ithaca,Tompkins County,NY,Police,University,Body-worn Cameras,Axon,The Ithaca College Office of Public Safety and Emergency Management has used body-worn cameras since 2017.,https://www.ithaca.edu/ic-news/releases/ithaca-college-public-safety-to-begin-using-body-cameras-44646/,IC News,4/7/2017,,News article,,,,,,,,,,,
EDU076,J. Sargeant Reynolds Community College Campus Police,Richmond,Henrico County,VA,Police,University,Social Media Monitoring,Social Sentinel,The J. Sargeant Reynolds Community College Campus Police requested a grant for Social Sentinel social media software for 12 months in 2015. ,https://www.dcjs.virginia.gov/sites/dcjs.virginia.gov/files/cjsb-materials/2015-12-10/Subcommittee/Byrne%20Equipment%20(ADSF)/GrantAppSummariesADSF.pdf,Virginia Department of Criminal Justice Services,12/10/2015,,Government Website,,,,,,,,,,,
EDU077,Jefferson College Police Department,Hillsboro,Jefferson County,MO,Police,University ,Automated License Plate Readers,,Automated license plate recognition capabilities were added to Jefferson College's security camera system during the 2017-2018 academic year. The Jefferson College Police Department receives alerts from the ALPR system. ,https://www.jeffco.edu/sites/default/files/PresidentsOfc/PLC/Minutes/2018-2019/minutes_plc_08-28-18.pdf,Jefferson College President's Leadership Council,8/28/2018,,Meeting documents,,,,,,,,,,,
EDU078,Johns Hopkins University Campus Police,Baltimore,,MD,Police,University,Camera Registry,Motorola Solutions,The Johns Hopkins University Campus Police maintains a voluntary registry of private and personal surveillance cameras through Motorola Solutions.,https://analytics-api.commandcentral.com/camera_registration#/agencies,Command Central,,,Vendor information,,,,,,,,,,,
EDU079,Kansas State University Police Department,Manhattan,Riley County,KS,Police,University,Body-worn Cameras,,"The U.S. Department of Justice awarded $6,878 to the Kansas State University Police Department in 2016 as part of the Bureau of Justice Assistance's body-worn camera grant program.",https://www.documentcloud.org/documents/6573652-2016-BWCPIP-Factsheet-2016-Final.html,U.S Department of Justice,2016,,Government information,,,,,,,,,,,
EDU080,Kean University Police Department,Union,Union County,NJ,Police,University,Body-worn Cameras,,"The Kean University Police Department has 10 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.",https://www.nj.gov/oag/newsreleases20/2020-BWC-Survey_FULL.pdf,New Jersey Attorney General's Office,2020,,Annual report,,,,,,,,,,,
EDU081,Kennesaw State University Department of Public Safety & University Police,Kennesaw,Cobb County,GA,Police,University,Social Media Monitoring,Social Sentinel,The Kennesaw State University Department of Public Safety & University Police has been using Social Sentinel social media monitoring software since 2017. ,https://cdn.muckrock.com/foia_files/2020/10/08/SHI20PO2320547901.pdf,Kennesaw State University,7/14/2020,,Public Records,https://cdn.muckrock.com/foia_files/2020/10/08/Social20Sentinel20PO2320526518.pdf,Kennesaw State University,1/9/2018,,Public Records,https://cdn.muckrock.com/foia_files/2020/10/08/Social20Sentinel20PO202320519058.pdf,Kennesaw State University,1/11/2017,,Public Records,https://cdn.muckrock.com/foia_files/2020/10/08/SOCIAL20SENTINEL20PO23532779.pdf
EDU082,Kennesaw State University Police Department,Kennesaw,Cobb County,GA,Police,University,Body-worn Cameras,,The Kennesaw State University Police Department has been using body-worn cameras since at least 2015. ,https://news.kennesaw.edu/stories/2017/campus_safety_award.php,Government information,11/2/2017,,Government information,https://www.wsav.com/news/police-body-camera-trend-comes-to-georgia-college-campuses/,WSAV,9/30/2015,,News article,,,,,,
EDU083,Lander University Police Department,Greenwood,Greenwood County,SC,Police,University,Body-worn Cameras,,"The Lander University Police Department purchased body-worn cameras in 2016 with a $9,825 grant through the South Carolina Department of Public Safety.",https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/,The Berkeley Observer,8/7/2016,,News article,,,,,,,,,,,
EDU084,Lehigh University Police Department,Bethlehem,Northhampton County,PA,Police,University,Drones,DJI,"The Lehigh University Police Department operates one DJI Inspire drone as of 2016, according to data compiled by the Center for the Study of the Drone at Bard College.",https://dronecenter.bard.edu/projects/public-safety-drones-project/public-safety-drones-3rd-edition/,Center for the Study of the Drone at Bard College,2020,,Academic report,,,,,,,,,,,http://www.wfmz.com/news/lehigh-valley/lehigh-university-police-put-eye-in-the-sky-above-campus-in-bethlehem/133775210
EDU085,Lincoln Land Community College Police Department,Springfield,Sangamon County,IL,Police,University,Body-worn Cameras,,The Lincoln Land Community College Police Department uses Axon body-worn cameras. ,https://www.llcc.edu/wp-content/uploads/2014/09/03-22-17-Agenda-for-Web.pdf,Lincoln Land Community College,3/22/2017,,Government information,https://www.documentcloud.org/documents/6793300-Illinois-BWC-2018.html,Illinois Law Enforcement Training and Standards Board,2019,,Annual report,,,,,,
EDU086,Lincoln University Police Department,Jefferson City,Cole County,MO,Police,University,Body-worn Cameras,Panasonic,"The Lincoln University Police Department purchased four body-worn cameras for $7,400 in 2016. ",https://www.lincolnu.edu/web/advancement/news-and-events/-/blogs/campus-police-equipped-with-body-cameras?_33_redirect=%2Fweb%2Fadvancement%2Fnews-and-events%3Fp_p_id%3D33%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-2%26p_p_col_count%3D1%26_33_struts_action%3D%252Fblogs%252Fview%26_33_keywords%3D%26_33_advancedSearch%3Dfalse%26_33_andOperator%3Dtrue%26_33_delta%3D5%26_33_cur%3D11,Lincoln University website,10/11/2016,,Press release,https://www.komu.com/news/lincoln-university-campus-police-now-wearing-body-cameras,KOMU,10/18/2016,,News article,,,,,,
EDU087,Longwood University Police Department,Farmville,Prince Edward County and Cumberland County,VA,Police,University,Body-worn Cameras,,The Longwood University Police Department has had a body-worn cameras in place since 2012.,http://www.cjin.nc.gov/infoSharing/Body%20Worn%20Camera%20Files/Statutes%20and%20Ordinances%20(NC%20&%20Agencies%20across%20the%20Country)/2015LongwoodUniversityPDPolicy.pdf,Longwood University,6/17/2015,,Policy,,,,,,,,,,,
EDU088,Loyola University Chicago Department of Campus Safety,Chicago,Cook County,IL,Police,University,Body-worn Cameras,,"The Loyola University Chicago Department of Campus Safety began using body-worn cameras in August 2018. The Department utilizes 43 body-worn cameras, with 33 cameras assigned to uniformed officers.",https://www.documentcloud.org/documents/6793300-Illinois-BWC-2018.html,Illinois Law Enforcement Training and Standards Board,2019,,Annual report,,,,,,,,,,,
EDU089,Marin Community College District Police Department,Kentfield,Marin County,CA,Police,University,Automated License Plate Readers,,The Marin Community College District Police Department uses automated license plate readers. ,http://police.marin.edu/sites/police/files/MCCD-Police-Policy-Manual.pdf,Marin Community College District Police Department,2/5/2019,,Policy,,,,,,,,,,,
EDU090,Marin Community College District Police Department,Kentfield,Marin County,CA,Police,University,Body-worn Cameras,,The Marin Community College District Police Department uses body-worn cameras.,http://police.marin.edu/sites/police/files/MCCD-Police-Policy-Manual.pdf,Marin Community College District Police Department,2/5/2019,,Policy,,,,,,,,,,,
EDU091,Massachusetts Institute of Technology Police Department,Cambridge,Middlesex County,MA,Police,University,Social Media Monitoring,Social Sentinel,The Massachusetts Institute of Technology Police Department has been using Social Sentinel social media monitoring since 2015. ,https://www.nepm.org/post/detect-threats-and-prevent-suicides-schools-pay-company-scan-social-media-posts#stream/0,New England Public Media,3/23/2018,,News article,,,,,,,,,,,
EDU092,Medical University of South Carolina Public Safety,Charleston,Charleston County,SC,Police,University,Body-worn Cameras,,"The Medical University of South Carolina Public Safety purchased body-worn cameras in 2016 with a $27,290 grant through the South Carolina Department of Public Safety.",https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/,The Berkeley Observer,8/7/2016,,News article,,,,,,,,,,,
EDU093,Miami University Parking and Transporation Services,Oxford,Butler,OH,Police,University ,Automated License Plate Readers,,Miami University Parking and Transportation Services began automated license plate readers for parking enforcement in January 2019. ,https://www.miamioh.edu/news/campus-news/2019/01/parking-testing-lisence-plate-recognition.html,Miami University,1/31/2019,,University information,,,,,,,,,,,
EDU094,Michigan State University Police,East Lansing,Ingham County,MI,Police,University,Automated License Plate Readers,,The Michigan State University Police Department uses automated license plate readers.,http://police.msu.edu/about/policy-and-procedure/policy-automated-license-plate-readers-policy/,MSU Police,,,News article,,,,,,,,,,,
EDU095,Michigan State University Police Department,East Lansing,Ingham County,MI,Police,University,Social Media Monitoring,Social Sentinel,"According to the New York Times, the Michigan State Univerisity Police Department has been using Social Sentinel social media monitoring since at least 2018. ",https://www.nytimes.com/2018/09/06/us/social-media-monitoring-school-shootings.html,New York Times,9/6/2018,,News article,,,,,,,,,,,
EDU096,Midland Technical College Campus Police Department,Columbia,"Richland County, Lexington County, Fairfield County",SC,Police,University,Body-worn Cameras,,"The Midland Technical College Campus Police purchased body-worn cameras in 2016 with a $13,950 grant through the South Carolina Department of Public Safety.",https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/,The Berkeley Observer,8/7/2016,,News article,,,,,,,,,,,
EDU097,Mississippi State University Police Department,Starkville,Oktibbeha County,MS,Police,University,Automated License Plate Readers,,The Mississippi State University Police Department uses automated license plate readers as part of their Life Safety Division. ,https://www.police.msstate.edu/divisions/life-safety,Mississippi State University,,,University information,,,,,,,,,,,
EDU098,Montclair State University Campus Police,Montclair,Essex County,NJ,Police,University,Body-worn Cameras,Axon Body-2,"The Montclair State University Police Department has 38 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.",https://www.nj.gov/oag/newsreleases20/2020-BWC-Survey_FULL.pdf,New Jersey Attorney General's Office,2020,,Annual report,https://www.montclair.edu/university-police/university-police-body-worn-cameras/,Montclair State University,,,University information,,,,,,
EDU099,Moraine Valley College Police Department,Palos Hills,Cook County,IL,Police,University,Body-worn Cameras,Wolfcom,The Moraine Valley College Police Department purchased 10 Wolfcom body-worn cameras in 2015. ,http://bodycamerareviews.com/820-2/,Body Camera Reviews,7/7/2015,,News article,,,,,,,,,,,
EDU100,Mott Community College Department of Public Safety,Flint,Genesee County,MI,Police,University,Body-worn Cameras,,"The U.S. Department of Justice awarded $64,000 to the Mott Community College Department of Public Safety in 2019 as part of the Bureau of Justice Assistance's body-worn camera grant program.",https://bja.ojp.gov/funding/awards/2019-bc-bx-0059,U.S Department of Justice,2019,,Government information,,,,,,,,,,,
EDU101,New Jersey Institute of Technology Police Department,Newark,Essex County,NJ,Police,University,Body-worn Cameras,,"The New Jersey Institute of Technology Police Department has 40 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.",https://www.nj.gov/oag/newsreleases20/2020-BWC-Survey_FULL.pdf,New Jersey Attorney General's Office,2020,,Annual report,,,,,,,,,,,
EDU102,New Mexico State University Police Department,Las Cruces,Dona Ana County,NM,Police,University,Drones,,"The New Mexico State University Police Department operates one drone as of 2018, according to data compiled by the Center for the Study of the Drone at Bard College.",https://dronecenter.bard.edu/projects/public-safety-drones-project/public-safety-drones-3rd-edition/,Center for the Study of the Drone at Bard College,2020,,Academic report,,,,,,,,,,,https://www.faa.gov/uas/request_waiver/waivers_granted/media/107W-2018-00033_Jeffrey_Harvey_CoW.pdf
EDU103,North Carolina State University Police Department,Raleigh,Wake County,NC,Police,University,Social Media Monitoring,Social Sentinel,The North Carolnia State University Police Department began using Social Sentinel social media monitoring in 2015. ,http://www.technicianonline.com/news/article_a5192fc6-8ce6-11e5-8c00-333349319c65.html,Technician Online,11/16/2015,,News article,,,,,,,,,,,
EDU104,North Central Texas College Campus Police Department,Gainesville,Cooke County,TX,Police,University,Social Media Monitoring,Social Sentinel,The North Central Texas College Campus Police Department has been using Social Sentinel social media monitoring since at least 2016.,https://www.chronicle.com/article/to-track-a-predator-how-the-police-identify-threats-on-social-media/,The Chronical of Higher Education,6/8/2016,,News article,,,,,,,,,,,
EDU105,Northeast Ohio Medical University Police Department,Rootstown,Portage County,OH,Police,University,Body-worn Cameras,,"The U.S. Department of Justice awarded $10,000 to the Northeast Ohio Medical University Police Department in 2019 as part of the Bureau of Justice Assistance's body-worn camera grant program.",https://bja.ojp.gov/funding/awards/2019-bc-bx-0027,U.S Department of Justice,2019,,Government information,,,,,,,,,,,
EDU106,Northern Arizona University Police Department  ,Flagstaff,Coconino County,AZ,Police,University,Body-worn Cameras,,Northern Arizona University police officers use shoulder-mounted body-worn cameras. ,https://www.facebook.com/NAUPD1899/photos/984706451926957,NAU Police Facebook page,3/20/2020,,Social media,,,,,,,,,,,
EDU107,Northern Kentucky University Police Department,Highland Heights,Campbell County,KY,Police,University,Body-worn Cameras,Safety Vision,"The Northern Kentucky University Police Department received a $14,000 grant  from the U.S. Department of Justice to purchase body-worn cameras in 2018. ",https://www.thenortherner.com/news/2019/10/23/nku-police-implements-body-worn-cameras/#,The Northerner,10/23/2019,,News article,https://bja.ojp.gov/funding/awards/2018-bc-bx-0069,U.S. Department of Justice Bureau of Justice Assistance,9/30/2018,,Government information,,,,,,
EDU108,Northwest Florida State College Campus Police Department,Niceville,Okaloosa County,FL,Police,University,Drones,"DJI, Yuneec","The Northwest Florida State College Campus Police Department operates four drones as of 2019, according to data compiled by the Center for the Study of the Drone at Bard College.",https://dronecenter.bard.edu/projects/public-safety-drones-project/public-safety-drones-3rd-edition/,Center for the Study of the Drone at Bard College,2020,,Academic report,,,,,,,,,,, https://www.nwfdailynews.com/news/20190602/nwfsc-police-launches-drone-unit
EDU109,Ohio State University Police Department,Columbus,Franklin County,OH,Police,University,Body-worn Cameras,Axon,The Ohio State University Police Division launched a body-worn camera program in December 2016.,https://dps.osu.edu/bodycams,Department of Public Safety at Ohio State University,1/31/2017,,Government information,https://www.youtube.com/watch?v=9_WoYuThios,Lantern TV,1/27/2017,,Social media,,,,,,
EDU110,Ohio University Transportation and Parking Services,Athens,Athens County,OH,Parking Enforcement,University ,Automated License Plate Readers,,Ohio University Transportation and Parking Services began using automated license plate readers in 2018. ,https://news.ohio.edu/news/2018/03/transportation-and-parking-services-will-soft-launch-license-plate-recognition,Ohio University,3/11/2018,,University information,,,,,,,,,,,
EDU111,Palm Beach State College Security Office,Lake Worth,Palm Beach County,FL,Police,University,Social Media Monitoring,Social Sentinel,The Palm Beach State College Security Office has been using Social Sentinel social media monitoring since at least 2018. ,https://www.palmbeachstate.edu/boardoftrustees/documents/March_20_2018_DBOT_Meeting_Executed_Minutes_LW.pdf,Palm Beach University,3/20/2018,,University website,,,,,,,,,,,
EDU112,Palomar College Police Department,San Marcos,San Diego County,CA,Police,University,Automated License Plate Readers,,The Palomar College Police Department began using automated license plate readers on two patrol cars  in 2019. ,https://www2.palomar.edu/pages/news/digital-parking-permits-transition/,Palomar College,9/6/2019,,University information,,,,,,,,,,,
EDU113,Pearl River Community College Police Department,Poplarville,Pearl River County,MS,Police,University,Body-worn Cameras,,"The U.S. Department of Justice awarded $45,443 to the Pearl River Community College Police Department from 2016-2019 as part of the Bureau of Justice Assistance's body-worn camera grant program.",https://www.documentcloud.org/documents/6573652-2016-BWCPIP-Factsheet-2016-Final.html,,2016,,Government information,https://bja.ojp.gov/funding/awards/2019-bc-bx-0010,U.S Department of Justice,2019,,Government information,,,,,,
EDU114,Pennsylvania State University Police Department,State College,Centre County,PA,Police,University,Body-worn Cameras,,The Pennsylvania State University Police Department began using body-worn cameras at all 22 campuses in 2020.,https://news.psu.edu/story/624518/2020/06/30/campus-life/following-thorough-review-penn-state-purchase-police-body-worn,PennState,9/17/2020,,University information,,,,,,,,,,,
EDU115,Pennsylvania State University Police Department,State College,Centre County,PA,Police,University,Drones,,"The Pennsylvania State University Police Department operates one drone, according to data compiled by the Center for the Study of the Drone at Bard College.",https://dronecenter.bard.edu/projects/public-safety-drones-project/public-safety-drones-3rd-edition/,Center for the Study of the Drone at Bard College,2020,,Academic report,,,,,,,,,,,https://news.psu.edu/story/585937/2019/08/30/campus-life/police-operate-drone-during-penn-state-football-games
EDU116,Pensacola State College Police Department,Pensacola,Escambia County,FL,Police,University,Body-worn Cameras,,"The Pensacola State College Police Department uses body-worn cameras, according to the Florida Department of Law Enforcement's 2019 Criminal Justice Agency Profile Report.",http://www.fdle.state.fl.us/CJSTC/Publications/CJAP/CJAP-2019/SP-Index.aspx,Florida Department of Law Enforcement,2019,,Government information,,,,,,,,,,,
EDU117,Piedmont Technical College Police Department,Greenwood,Greenwood County,SC,Police,University,Body-worn Cameras,,"The Piedmont Technical College Police Department purchased body-worn cameras in 2016 with a $7,300 grant through the South Carolina Department of Public Safety.",https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/,The Berkeley Observer,8/7/2016,,News article,,,,,,,,,,,
EDU118,Pitt Community College Police Department,Winterville,Pitt County,NC,Police,University,Body-worn Cameras,,The Pitt Community College Police Department uses body-worn cameras.,https://www.witn.com/content/news/ECU-police-officers-getting-body-cameras-430240683.html,WITN,6/22/2017,,News article,,,,,,,,,,,
EDU119,Portland State University Police Department,Portland,Multnomah County,OR,Police,University,Body-worn Cameras,,"The U.S. Department of Justice awarded $20,364 to the Portland State University Police Department in 2016 as part of the Bureau of Justice Assistance's body-worn camera grant program.",https://www.documentcloud.org/documents/6573652-2016-BWCPIP-Factsheet-2016-Final.html,U.S Department of Justice,2016,,Government information,,,,,,,,,,,
EDU120,Prairie View A & M University Parking Management,Prairie View,Waller County,TX,Parking Enforcement,University ,Automated License Plate Readers,,Prairie View A & M University Parking Management uses automated license plate readers for parking enforcement. ,https://www.pvamu.edu/parking/citations/enforcement/,Prairie View A & M University,,,University information,,,,,,,,,,,
EDU121,Radford University Police Department,Radford,Montgomery ,VA,Police,University,Body-worn Cameras,,The Radford University Police Department has had a body-worn camera policy in place since 2012. ,https://acluva.org/sites/default/files/wp-content/uploads/2015/09/2015RadfordUniversityPDPolicy.pdf,Radford University Police Department Policy,8/23/2012,,Policy,,,,,,,,,,,
EDU122,Rowan University Police Department,Glassboro,Gloucester County,NJ,Police,University,Body-worn Cameras,Axon,"The Rowan University Police Department has 10 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.",https://www.nj.gov/oag/newsreleases20/2020-BWC-Survey_FULL.pdf,New Jersey Attorney General's Office,2020,,Annual report,https://www.nj.com/gloucester-county/2015/04/rowan_university_unveils_police_body_cameras.html,New Jersey State Website,1/17/2019,,News article,https://6abc.com/education/rowan-university-police-equipped-with-body-cameras/659589/,ABC 6,4/14/2015,,News article,https://bja.ojp.gov/sites/g/files/xyckuh186/files/media/document/episode38_transcript.pdf
EDU123,Rutgers University Police Department |,New Brunswick,Middlesex County,NJ,Police,University,Body-worn Cameras,,"The Rutgers University Police Department has 180 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.",https://www.nj.gov/oag/newsreleases20/2020-BWC-Survey_FULL.pdf,New Jersey Attorney General's Office,2020,,Annual report,https://nj.gov/oag/newsreleases15/pr20151221b.html,New Jersey Attorney General,12/21/2015,,Government information,https://nj.gov/oag/newsreleases15/Police-Departments-Participating-in-BWC-Assistance-Program.pdf,New Jersey Attorney General,12/21/2015,,Government data,https://www.nj.com/politics/2015/12/state_to_pay_for_body_cameras_for_thousands_of_nj.html
EDU124,San Diego State University Police Department,San Diego,San Diego County,CA,Police,University,Automated License Plate Readers,,The San Diego State University Police Department uses automated license plate readers. ,http://police.sdsu.edu/documents/automated_license_plate_readers_%20policy.pdf,San Diego State University Police Department,5/17/2017,,University information,,,,,,,,,,,
EDU125,San Diego State University Police Department,San Diego,San Diego County,CA,Police,University,Body-worn Cameras,,The San Diego State University Police Department uses body-worn cameras. The agency uses the same policy as the rest of the California State University police departments.,http://police.sdsu.edu/documents/Body_Worn_Camera%20Policy.pdf,San Diego State University Police Department,5/17/2017,,Policy,,,,,,,,,,,
EDU126,San Francisco State University Police Department,San Francisco,San Francisco County,CA,Police,University,Body-worn Cameras,Axon,San Francisco State Univeristy Police Department uses body-worn cameras. ,https://upd.sfsu.edu/sites/default/files/assets/pdf/SFSUPD_GO_2020.pdf,SFSU Police Department,3/11/2020,,Policy,https://www.facebook.com/SFSTATEPD/photos/a.742311412890210/1032091540578861/,Facebook,9/1/2020,,Social media,,,,,,
EDU127,San Jose Evergreen Community College District Police Department,San Jose,Santa Clara County,CA,Police,University ,Automated License Plate Readers,,The San Jose Evergreen Community College District Police Department shares automated license plate data with the Northern California Regional Intelligence Center. ,https://www.cehrp.org/license-plate-reader-data-sharing-at-northern-california-regional-intelligence-center/,The Center for Human Rights and Privacy,,,News article,https://www.documentcloud.org/documents/3455471-NCRIC-Evergreen-CC-MOU-31Jan2013.html,NCRIC,1/31/2013,,Public records,,,,,,
EDU128,San Jose State University Police Department,San Jose,Santa Clara County,CA,Police,University,Body-worn Cameras,Axon,The San Jose State University Police Department uses Axon body-worn cameras. ,https://www.sjsu.edu/adminfinance/about/campus_safety_plan/index.html,San Jose State University,,,University website,https://www.sjsu.edu/police/docs/forms/UPD%20Policy%20Manual%2006-2020.pdf,SJSU PD ,5/21/2020,,Policy,https://www.facebook.com/SJSUPolice/photos/a.1337217833064141/3179167232202516/?type=3&source=54&ref=page_internal,San Jose State Univeristy Police Department Facebook page ,8/16/2020,,Social media,
EDU129,Santa Fe College Police Department,Gainesville,Alachua County,FL,Police,University,Body-worn Cameras,,"The U.S. Department of Justice awarded $28,490 to the Santa Fe College Police Department in 2016 as part of the Bureau of Justice Assistance's body-worn camera grant program.",https://www.documentcloud.org/documents/6573652-2016-BWCPIP-Factsheet-2016-Final.html,U.S Department of Justice,2016,,Government information,,,,,,,,,,,"https://www.gainesville.com/news/20160928/sf-college-police-get-grant-for-body-camera-program 
https://www.insidehighered.com/news/2017/05/12/campus-police-forces-start-adopt-body-cameras 
https://www.sfcollege.edu/Assets/sf/bot/agenda/2016/05-2016%20agenda.pdf  "
EDU130,Solano Community College Police Department,Fairfield,Solano County,CA,Police,University,Body-worn Cameras,Wolfcom,"The Solano Community College Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.",https://wolfcomusa.com/police-body-camera-testimonials/,Wolfcom,,,Vendor information,https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0,OneZero,3/4/2020,,News article,,,,,,
EDU131,South Dakota State University Police Department,Brookings,Brookings County,SD,Police,University,Body-worn Cameras,,The South Dakota State University Police Department received funding to buy body-worn cameras in 2016. ,https://www.sdbor.edu/the-board/agendaitems/2014AgendaItems/2016-October/6_B_BOR%201016.pdf,South Dakota Board of Regents,10/4/2016,,Government information,,,,,,,,,,,
EDU132,"Southern Illinois University, Edwardsville Police Department",Edwardsville,Madison County,IL,Police,University ,Automated License Plate Readers,,"The Southern Illinois University, Edwardsville Police Department uses automated license plate readers. ",https://www.theintelligencer.com/news/article/Committee-hits-8216-pause-8217-on-cameras-15347594.php,The Edwardsville Intelligencer,6/17/2020,,News article,,,,,,,,,,,
EDU133,Southern University Police Department,Baton Rouge,East Baton Rouge Parsih,LA,Police,University,Automated License Plate Readers,,The Southern University Police Department uses automated license plate readers. ,https://www.subr.edu/news/2915,Southern University and A&M College,8/5/2019,,University information,,,,,,,,,,,
EDU134,Southern University Police Department,Baton Rouge,East Baton Rouge Parsih,LA,Police,University,Body-worn Cameras,,The Southern University Police Department uses body-worn cameras. ,https://www.subr.edu/news/2915,Southern University and A&M College,8/5/2019,,University information,,,,,,,,,,,
EDU135,Spartanburg Methodist College Campus Safety,Spartanburg,Spartanburg County,SC,Police,University,Body-worn Cameras,,"The Spartanburg Methodist College Campus Safety purchased body-worn cameras in 2016 with a $1,998 grant through the South Carolina Department of Public Safety.",https://www.berkeleyobserver.com/2016/08/07/berkeley-county-law-enforcement-agencies-receive-grants-body-worn-cameras/,The Berkeley Observer,8/7/2016,,News article,,,,,,,,,,,
EDU136,State University of New York Oswego Police Department,Oswego,Oswego County,NY,Police,University,Body-worn Cameras,Safety Vision,The State University of New York at Oswego Police Department began using Safety Vision body-worn cameras in 2019. ,https://www.oswego.edu/news/story/university-police-issues-body-worn-cameras-patrol-officers,SUNY Oswego,2/1/2019,,University information,https://www.syracuse.com/crime/2019/02/suny-oswego-police-officers-are-now-wearing-body-cameras.html,Syracuse.com,2/1/2019,,News article,,,,,,
EDU137,State University Of New York Police Department,Brockport,Monroe County,NY,Police,University,Body-worn Cameras,,The State University Of New York Police Department began using body-worn cameras in February 2020.,https://www.brockport.edu/daily_eagle/items/view/17314,SUNY Brockport,2/27/2020,,Press release,,,,,,,,,,,
EDU138,Stony Brook University Police Department,Stony Brook,Suffolk County,NY,Police,University,Body-worn Cameras,Axon,"The Stony Brook University Police Department has been using Axon body-worn cameras since 2016, when it launch a pilot project. It fully implemented the program in 2017. ",https://news.stonybrook.edu/oncampus/body-worn-cameras/,Stony Brook University News,3/29/2017,,University information,https://news.stonybrook.edu/university/university-police-department-to-pilot-body-cams/,Stony Brook University News,9/12/2016,,University information,,,,,,
EDU139,Syracuse University Police Department,Syracuse,Onandaga County,NY,Police,University,Body-worn Cameras,,"The U.S. Department of Justice awarded $88,965 to the Syracuse University Police Department in 2016 as part of the Bureau of Justice Assistance's body-worn camera grant program.",https://www.documentcloud.org/documents/6573652-2016-BWCPIP-Factsheet-2016-Final.html,U.S Department of Justice,2016,,Government information,,,,,,,,,,,
EDU140,Texas A&M International University Police Department,Laredo,Webb County,TX,Police,University,Body-worn Cameras,,The Texas A&M International University Police Department has used body-worn cameras since 2014.,https://www.lmtonline.com/news/article/Body-camera-policy-eyed-10916451.php,LMT Online,2/8/2017,,News article,,,,,,,,,,,
